"idVotacao";"uriVotacao";"data";"descricao";"proposicao_id";"proposicao_uri";"proposicao_ementa";"proposicao_codTipo";"proposicao_siglaTipo";"proposicao_numero";"proposicao_ano";"proposicao_titulo"
"2210071-80";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-80";"2023-03-08";"Aprovado o Substitutivo ao Projeto de Lei nº 3.792, de 2019, adotado pela relatora da Comissão de Defesa dos Direitos da Mulher.";"2349474";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349474";"Requerimento de Retirada de Matéria da Pauta";"328";"RPD";"4";"";"RPD 4 => PL 3792/2019"
"2210071-80";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-80";"2023-03-08";"Aprovado o Substitutivo ao Projeto de Lei nº 3.792, de 2019, adotado pela relatora da Comissão de Defesa dos Direitos da Mulher.";"2349476";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349476";"Requerimento de Votação Nominal";"332";"RPD";"5";"";"RPD 5 => PL 3792/2019"
"2210071-80";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-80";"2023-03-08";"Aprovado o Substitutivo ao Projeto de Lei nº 3.792, de 2019, adotado pela relatora da Comissão de Defesa dos Direitos da Mulher.";"2349490";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349490";"Parecer Preliminar de Plenário - PL 3.792/2019";"891";"PRLP";"4";"";"PRLP 4 => PL 3792/2019"
"2210071-80";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-80";"2023-03-08";"Aprovado o Substitutivo ao Projeto de Lei nº 3.792, de 2019, adotado pela relatora da Comissão de Defesa dos Direitos da Mulher.";"2349527";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349527";"Requerimento de Adiamento da Votação Matéria Urgente - PL 3792/2019";"467";"RPD";"6";"";"RPD 6 => PL 3792/2019"
"2210071-80";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-80";"2023-03-08";"Aprovado o Substitutivo ao Projeto de Lei nº 3.792, de 2019, adotado pela relatora da Comissão de Defesa dos Direitos da Mulher.";"2349633";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349633";"Requerimento de Votação Nominal-Requerimento de Adiamento da Votação Matéria Urgente - PL 3792/2019";"332";"RPD";"7";"";"RPD 7 => PL 3792/2019"
"2210071-80";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-80";"2023-03-08";"Aprovado o Substitutivo ao Projeto de Lei nº 3.792, de 2019, adotado pela relatora da Comissão de Defesa dos Direitos da Mulher.";"2349635";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349635";"Requerimento de Retirada de Matéria da Pauta - PL 3792/2019";"328";"RPD";"8";"";"RPD 8 => PL 3792/2019"
"2210071-80";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-80";"2023-03-08";"Aprovado o Substitutivo ao Projeto de Lei nº 3.792, de 2019, adotado pela relatora da Comissão de Defesa dos Direitos da Mulher.";"2349637";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349637";"Requerimento de Votação Nominal-Requerimento de Retirada de Matéria da Pauta - PL 3792/2019";"332";"RPD";"9";"";"RPD 9 => PL 3792/2019"
"2210071-80";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-80";"2023-03-08";"Aprovado o Substitutivo ao Projeto de Lei nº 3.792, de 2019, adotado pela relatora da Comissão de Defesa dos Direitos da Mulher.";"2349704";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349704";"Requerimento de Adiamento da Discussão Matéria Urgente - PL 3792/2019";"892";"RPD";"10";"";"RPD 10 => PL 3792/2019"
"2210071-80";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-80";"2023-03-08";"Aprovado o Substitutivo ao Projeto de Lei nº 3.792, de 2019, adotado pela relatora da Comissão de Defesa dos Direitos da Mulher.";"2349705";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349705";"Requerimento de Votação Nominal-Requerimento de Adiamento da Discussão Matéria Urgente - PL 3792/2019";"332";"RPD";"11";"";"RPD 11 => PL 3792/2019"
"2210071-80";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-80";"2023-03-08";"Aprovado o Substitutivo ao Projeto de Lei nº 3.792, de 2019, adotado pela relatora da Comissão de Defesa dos Direitos da Mulher.";"2349795";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349795";"Requerimento de Retirada de Matéria da Pauta - PL 3792/2019";"328";"RPD";"12";"";"RPD 12 => PL 3792/2019"
"2210071-80";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-80";"2023-03-08";"Aprovado o Substitutivo ao Projeto de Lei nº 3.792, de 2019, adotado pela relatora da Comissão de Defesa dos Direitos da Mulher.";"2349796";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349796";"Requerimento de Votação Nominal-Requerimento de Retirada de Matéria da Pauta - PL 3792/2019";"332";"RPD";"13";"";"RPD 13 => PL 3792/2019"
"2210071-80";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-80";"2023-03-08";"Aprovado o Substitutivo ao Projeto de Lei nº 3.792, de 2019, adotado pela relatora da Comissão de Defesa dos Direitos da Mulher.";"2350261";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350261";"Requerimento de Retirada de Matéria da Pauta - PL 3792/2019";"328";"RPD";"14";"";"RPD 14 => PL 3792/2019"
"2210071-80";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-80";"2023-03-08";"Aprovado o Substitutivo ao Projeto de Lei nº 3.792, de 2019, adotado pela relatora da Comissão de Defesa dos Direitos da Mulher.";"2350262";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350262";"Requerimento de Votação Nominal-Requerimento de Retirada de Matéria da Pauta - PL 3792/2019";"332";"RPD";"15";"";"RPD 15 => PL 3792/2019"
"2210071-80";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-80";"2023-03-08";"Aprovado o Substitutivo ao Projeto de Lei nº 3.792, de 2019, adotado pela relatora da Comissão de Defesa dos Direitos da Mulher.";"2350408";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350408";"Parecer Preliminar de Plenário - PL 3.792/2019";"891";"PRLP";"5";"";"PRLP 5 => PL 3792/2019"
"2210071-80";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-80";"2023-03-08";"Aprovado o Substitutivo ao Projeto de Lei nº 3.792, de 2019, adotado pela relatora da Comissão de Defesa dos Direitos da Mulher.";"2350445";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350445";"Cria o selo “Empresa Amiga da Mulher” e dá outras providências.";"891";"PRLP";"6";"";"PRLP 6 => PL 3792/2019"
"2210071-80";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-80";"2023-03-08";"Aprovado o Substitutivo ao Projeto de Lei nº 3.792, de 2019, adotado pela relatora da Comissão de Defesa dos Direitos da Mulher.";"2350553";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350553";"Requerimento de Retirada de Matéria da Pauta - PL 3792/2019";"328";"RPD";"16";"";"RPD 16 => PL 3792/2019"
"2210071-80";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-80";"2023-03-08";"Aprovado o Substitutivo ao Projeto de Lei nº 3.792, de 2019, adotado pela relatora da Comissão de Defesa dos Direitos da Mulher.";"2350556";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350556";"Requerimento de Votação Nominal-Requerimento de Retirada de Matéria da Pauta - PL 3792/2019";"332";"RPD";"17";"";"RPD 17 => PL 3792/2019"
"2210071-80";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-80";"2023-03-08";"Aprovado o Substitutivo ao Projeto de Lei nº 3.792, de 2019, adotado pela relatora da Comissão de Defesa dos Direitos da Mulher.";"2350612";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350612";"Cria o selo “Empresa Amiga da Mulher” e dá outras providências.";"891";"PRLP";"7";"";"PRLP 7 => PL 3792/2019"
"2210071-80";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-80";"2023-03-08";"Aprovado o Substitutivo ao Projeto de Lei nº 3.792, de 2019, adotado pela relatora da Comissão de Defesa dos Direitos da Mulher.";"2350656";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350656";"Parecer proferido em Plenário pela Relatora, Dep. Erika Kokay (PT-DF), pela Comissão de Defesa dos Direitos da Mulher, que conclui pela aprovação do Projeto de Lei nº 3.792, de 2019, na forma do Substitutivo.";"192";"PPP";"1";"";"PPP 1 CMULHER => PL 3792/2019"
"2210071-80";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-80";"2023-03-08";"Aprovado o Substitutivo ao Projeto de Lei nº 3.792, de 2019, adotado pela relatora da Comissão de Defesa dos Direitos da Mulher.";"2350658";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350658";"Parecer proferido em Plenário pela Relatora, Dep. Erika Kokay (PT-DF), pela Comissão de Indústria, Comércio e Serviços, que conclui pela aprovação do Projeto de Lei nº 3.792, de 2019, na forma do Substitutivo adotado pela relatora da Comissão de Direitos da Mulher.";"192";"PPP";"1";"";"PPP 1 CICS => PL 3792/2019"
"2210071-80";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-80";"2023-03-08";"Aprovado o Substitutivo ao Projeto de Lei nº 3.792, de 2019, adotado pela relatora da Comissão de Defesa dos Direitos da Mulher.";"2350661";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350661";"Parecer proferido em Plenário pela Relatora, Dep. Erika Kokay (PT-DF), pela Comissão de Finanças e Tributação, que conclui pela não implicação da matéria em aumento ou diminuição da receita ou da despesa públicas, não cabendo pronunciamento quanto à adequação financeira e orçamentária; e, no mérito, pela aprovação do Projeto de Lei nº 3.792, de 2019, na forma do Substitutivo adotado pela relatora da Comissão de Direitos da Mulher.";"192";"PPP";"1";"";"PPP 1 CFT => PL 3792/2019"
"2210071-80";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-80";"2023-03-08";"Aprovado o Substitutivo ao Projeto de Lei nº 3.792, de 2019, adotado pela relatora da Comissão de Defesa dos Direitos da Mulher.";"2350665";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350665";"Parecer proferido em Plenário pela Relatora, Dep. Erika Kokay (PT-DF), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa do Projeto de Lei nº 3.792, de 2019, e do Substitutivo adotado pela relatora da Comissão de Direitos da Mulher.";"192";"PPP";"1";"";"PPP 1 CCJC => PL 3792/2019"
"2210071-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-83";"2023-03-08";"Aprovada a Redação Final assinada pela relatora Dep. Erika Kokay (PT-DF).";"2341875";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2341875";"Com base no art. 155 do Regimento Interno, requeremos regime de urgência para a apreciação do PL 3792/2019.";"392";"REQ";"1597";"2022";"REQ 1597/2022"
"2210071-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-83";"2023-03-08";"Aprovada a Redação Final assinada pela relatora Dep. Erika Kokay (PT-DF).";"2343494";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2343494";"Parecer de Plenário ao PL 3.792/2019.";"891";"PRLP";"1";"";"PRLP 1 => PL 3792/2019"
"2210071-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-83";"2023-03-08";"Aprovada a Redação Final assinada pela relatora Dep. Erika Kokay (PT-DF).";"2344708";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2344708";"Parecer de plenário.";"891";"PRLP";"2";"";"PRLP 2 => PL 3792/2019"
"2210071-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-83";"2023-03-08";"Aprovada a Redação Final assinada pela relatora Dep. Erika Kokay (PT-DF).";"2344793";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2344793";"Requerimento de Retirada de Matéria da Pauta - PL 3792/2019";"328";"RPD";"1";"";"RPD 1 => PL 3792/2019"
"2210071-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-83";"2023-03-08";"Aprovada a Redação Final assinada pela relatora Dep. Erika Kokay (PT-DF).";"2344794";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2344794";"Destaque para Votação em Separado";"846";"DTQ";"1";"";"DTQ 1 => PL 3792/2019"
"2210071-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-83";"2023-03-08";"Aprovada a Redação Final assinada pela relatora Dep. Erika Kokay (PT-DF).";"2344961";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2344961";"Requerimento de Retirada de Matéria da Pauta - PL 3792/2019";"328";"RPD";"2";"";"RPD 2 => PL 3792/2019"
"2210071-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-83";"2023-03-08";"Aprovada a Redação Final assinada pela relatora Dep. Erika Kokay (PT-DF).";"2349422";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349422";"Requer o Apensamento do Projeto de Lei 4.363, de 2020, de minha autoria, ao Projeto de Lei 3.792, de 2019, por tratarem de matérias correlatas.";"304";"REQ";"298";"2023";"REQ 298/2023"
"2210071-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-83";"2023-03-08";"Aprovada a Redação Final assinada pela relatora Dep. Erika Kokay (PT-DF).";"2349433";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349433";"Parecer Preliminar de Plenário - PL 3.792/2019";"891";"PRLP";"3";"";"PRLP 3 => PL 3792/2019"
"2210071-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-83";"2023-03-08";"Aprovada a Redação Final assinada pela relatora Dep. Erika Kokay (PT-DF).";"2349473";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349473";"Requerimento de Votação Nominal-Requerimento de Retirada de Matéria da Pauta";"332";"RPD";"3";"";"RPD 3 => PL 3792/2019"
"2210071-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-83";"2023-03-08";"Aprovada a Redação Final assinada pela relatora Dep. Erika Kokay (PT-DF).";"2349474";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349474";"Requerimento de Retirada de Matéria da Pauta";"328";"RPD";"4";"";"RPD 4 => PL 3792/2019"
"2210071-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-83";"2023-03-08";"Aprovada a Redação Final assinada pela relatora Dep. Erika Kokay (PT-DF).";"2349476";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349476";"Requerimento de Votação Nominal";"332";"RPD";"5";"";"RPD 5 => PL 3792/2019"
"2210071-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-83";"2023-03-08";"Aprovada a Redação Final assinada pela relatora Dep. Erika Kokay (PT-DF).";"2349490";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349490";"Parecer Preliminar de Plenário - PL 3.792/2019";"891";"PRLP";"4";"";"PRLP 4 => PL 3792/2019"
"2210071-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-83";"2023-03-08";"Aprovada a Redação Final assinada pela relatora Dep. Erika Kokay (PT-DF).";"2349527";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349527";"Requerimento de Adiamento da Votação Matéria Urgente - PL 3792/2019";"467";"RPD";"6";"";"RPD 6 => PL 3792/2019"
"2210071-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-83";"2023-03-08";"Aprovada a Redação Final assinada pela relatora Dep. Erika Kokay (PT-DF).";"2349633";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349633";"Requerimento de Votação Nominal-Requerimento de Adiamento da Votação Matéria Urgente - PL 3792/2019";"332";"RPD";"7";"";"RPD 7 => PL 3792/2019"
"2210071-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-83";"2023-03-08";"Aprovada a Redação Final assinada pela relatora Dep. Erika Kokay (PT-DF).";"2349635";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349635";"Requerimento de Retirada de Matéria da Pauta - PL 3792/2019";"328";"RPD";"8";"";"RPD 8 => PL 3792/2019"
"2210071-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-83";"2023-03-08";"Aprovada a Redação Final assinada pela relatora Dep. Erika Kokay (PT-DF).";"2349637";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349637";"Requerimento de Votação Nominal-Requerimento de Retirada de Matéria da Pauta - PL 3792/2019";"332";"RPD";"9";"";"RPD 9 => PL 3792/2019"
"2210071-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-83";"2023-03-08";"Aprovada a Redação Final assinada pela relatora Dep. Erika Kokay (PT-DF).";"2349704";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349704";"Requerimento de Adiamento da Discussão Matéria Urgente - PL 3792/2019";"892";"RPD";"10";"";"RPD 10 => PL 3792/2019"
"2210071-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-83";"2023-03-08";"Aprovada a Redação Final assinada pela relatora Dep. Erika Kokay (PT-DF).";"2349705";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349705";"Requerimento de Votação Nominal-Requerimento de Adiamento da Discussão Matéria Urgente - PL 3792/2019";"332";"RPD";"11";"";"RPD 11 => PL 3792/2019"
"2210071-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-83";"2023-03-08";"Aprovada a Redação Final assinada pela relatora Dep. Erika Kokay (PT-DF).";"2349795";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349795";"Requerimento de Retirada de Matéria da Pauta - PL 3792/2019";"328";"RPD";"12";"";"RPD 12 => PL 3792/2019"
"2210071-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-83";"2023-03-08";"Aprovada a Redação Final assinada pela relatora Dep. Erika Kokay (PT-DF).";"2349796";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349796";"Requerimento de Votação Nominal-Requerimento de Retirada de Matéria da Pauta - PL 3792/2019";"332";"RPD";"13";"";"RPD 13 => PL 3792/2019"
"2210071-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-83";"2023-03-08";"Aprovada a Redação Final assinada pela relatora Dep. Erika Kokay (PT-DF).";"2350261";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350261";"Requerimento de Retirada de Matéria da Pauta - PL 3792/2019";"328";"RPD";"14";"";"RPD 14 => PL 3792/2019"
"2210071-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-83";"2023-03-08";"Aprovada a Redação Final assinada pela relatora Dep. Erika Kokay (PT-DF).";"2350262";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350262";"Requerimento de Votação Nominal-Requerimento de Retirada de Matéria da Pauta - PL 3792/2019";"332";"RPD";"15";"";"RPD 15 => PL 3792/2019"
"2210071-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-83";"2023-03-08";"Aprovada a Redação Final assinada pela relatora Dep. Erika Kokay (PT-DF).";"2350408";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350408";"Parecer Preliminar de Plenário - PL 3.792/2019";"891";"PRLP";"5";"";"PRLP 5 => PL 3792/2019"
"2210071-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-83";"2023-03-08";"Aprovada a Redação Final assinada pela relatora Dep. Erika Kokay (PT-DF).";"2350445";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350445";"Cria o selo “Empresa Amiga da Mulher” e dá outras providências.";"891";"PRLP";"6";"";"PRLP 6 => PL 3792/2019"
"2210071-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-83";"2023-03-08";"Aprovada a Redação Final assinada pela relatora Dep. Erika Kokay (PT-DF).";"2350553";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350553";"Requerimento de Retirada de Matéria da Pauta - PL 3792/2019";"328";"RPD";"16";"";"RPD 16 => PL 3792/2019"
"2210071-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-83";"2023-03-08";"Aprovada a Redação Final assinada pela relatora Dep. Erika Kokay (PT-DF).";"2350556";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350556";"Requerimento de Votação Nominal-Requerimento de Retirada de Matéria da Pauta - PL 3792/2019";"332";"RPD";"17";"";"RPD 17 => PL 3792/2019"
"2210071-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-83";"2023-03-08";"Aprovada a Redação Final assinada pela relatora Dep. Erika Kokay (PT-DF).";"2350612";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350612";"Cria o selo “Empresa Amiga da Mulher” e dá outras providências.";"891";"PRLP";"7";"";"PRLP 7 => PL 3792/2019"
"2210071-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-83";"2023-03-08";"Aprovada a Redação Final assinada pela relatora Dep. Erika Kokay (PT-DF).";"2350656";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350656";"Parecer proferido em Plenário pela Relatora, Dep. Erika Kokay (PT-DF), pela Comissão de Defesa dos Direitos da Mulher, que conclui pela aprovação do Projeto de Lei nº 3.792, de 2019, na forma do Substitutivo.";"192";"PPP";"1";"";"PPP 1 CMULHER => PL 3792/2019"
"2210071-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-83";"2023-03-08";"Aprovada a Redação Final assinada pela relatora Dep. Erika Kokay (PT-DF).";"2350658";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350658";"Parecer proferido em Plenário pela Relatora, Dep. Erika Kokay (PT-DF), pela Comissão de Indústria, Comércio e Serviços, que conclui pela aprovação do Projeto de Lei nº 3.792, de 2019, na forma do Substitutivo adotado pela relatora da Comissão de Direitos da Mulher.";"192";"PPP";"1";"";"PPP 1 CICS => PL 3792/2019"
"2210071-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-83";"2023-03-08";"Aprovada a Redação Final assinada pela relatora Dep. Erika Kokay (PT-DF).";"2350661";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350661";"Parecer proferido em Plenário pela Relatora, Dep. Erika Kokay (PT-DF), pela Comissão de Finanças e Tributação, que conclui pela não implicação da matéria em aumento ou diminuição da receita ou da despesa públicas, não cabendo pronunciamento quanto à adequação financeira e orçamentária; e, no mérito, pela aprovação do Projeto de Lei nº 3.792, de 2019, na forma do Substitutivo adotado pela relatora da Comissão de Direitos da Mulher.";"192";"PPP";"1";"";"PPP 1 CFT => PL 3792/2019"
"2210071-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2210071-83";"2023-03-08";"Aprovada a Redação Final assinada pela relatora Dep. Erika Kokay (PT-DF).";"2350665";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350665";"Parecer proferido em Plenário pela Relatora, Dep. Erika Kokay (PT-DF), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa do Projeto de Lei nº 3.792, de 2019, e do Substitutivo adotado pela relatora da Comissão de Direitos da Mulher.";"192";"PPP";"1";"";"PPP 1 CCJC => PL 3792/2019"
"2313174-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313174-43";"2023-03-08";"Aprovado o Projeto de Lei nº 4.534, de 2021.";"2317740";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2317740";"Requer a inclusão de coautores ao do do Projeto de Lei 4534 de 2021";"313";"REQ";"275";"2022";"REQ 275/2022"
"2313174-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313174-43";"2023-03-08";"Aprovado o Projeto de Lei nº 4.534, de 2021.";"2318637";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2318637";"Requer, nos termos do artigo 155 do Regimento Interno, tramitação sob o regime urgência do Projeto de Lei n. 4534/2021 que Acrescenta o Capítulo I - B ao Título VI da Parte Especial do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal, para tratar do crime de condicionamento de dever de ofício à prestação de atividade sexual.";"392";"REQ";"402";"2022";"REQ 402/2022"
"2313174-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313174-43";"2023-03-08";"Aprovado o Projeto de Lei nº 4.534, de 2021.";"2350501";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350501";"Requer o apensamento do Projeto de Lei nº 968, de 2023 ao Projeto de Lei nº 4534, de 2021, por tratarem de matérias correlatas.";"304";"REQ";"503";"2023";"REQ 503/2023"
"2313174-45";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313174-45";"2023-03-08";"Aprovada a Redação Final assinada pela relatora Dep. Maria do Rosário (PT-RS).";"2317740";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2317740";"Requer a inclusão de coautores ao do do Projeto de Lei 4534 de 2021";"313";"REQ";"275";"2022";"REQ 275/2022"
"2313174-45";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313174-45";"2023-03-08";"Aprovada a Redação Final assinada pela relatora Dep. Maria do Rosário (PT-RS).";"2318637";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2318637";"Requer, nos termos do artigo 155 do Regimento Interno, tramitação sob o regime urgência do Projeto de Lei n. 4534/2021 que Acrescenta o Capítulo I - B ao Título VI da Parte Especial do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal, para tratar do crime de condicionamento de dever de ofício à prestação de atividade sexual.";"392";"REQ";"402";"2022";"REQ 402/2022"
"2313174-45";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313174-45";"2023-03-08";"Aprovada a Redação Final assinada pela relatora Dep. Maria do Rosário (PT-RS).";"2350501";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350501";"Requer o apensamento do Projeto de Lei nº 968, de 2023 ao Projeto de Lei nº 4534, de 2021, por tratarem de matérias correlatas.";"304";"REQ";"503";"2023";"REQ 503/2023"
"2318637-8";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2318637-8";"2023-03-08";"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).";"2318637";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2318637";"Requer, nos termos do artigo 155 do Regimento Interno, tramitação sob o regime urgência do Projeto de Lei n. 4534/2021 que Acrescenta o Capítulo I - B ao Título VI da Parte Especial do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal, para tratar do crime de condicionamento de dever de ofício à prestação de atividade sexual.";"392";"REQ";"402";"2022";"REQ 402/2022"
"2350686-6";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2350686-6";"2023-03-08";"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).";"2350686";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350686";"Requer regime de urgência para apreciação do PL 976/2022.";"392";"REQ";"522";"2023";"REQ 522/2023"
"2350694-6";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2350694-6";"2023-03-08";"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).";"2350694";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350694";"Requer regime de urgência para apreciação do PL 2113/2019.";"392";"REQ";"523";"2023";"REQ 523/2023"
